inter_id,user_id,book_id,借阅时间,还书时间,续借时间,续借次数,题名,作者,出版社,一级分类,二级分类,性别,DEPT,年级,类型
17423,1111,28022,2024-04-21 15:19:38,2024-05-21 15:19:38,,0,群山不会忘记:人民日报2021年散文精选,人民日报文艺部主编,人民日报出版社,文学,当代作品（1949年~）,F,法学院,22,硕士
52092,633,30251,2022-10-16 17:25:26,2022-11-15 17:25:26,,0,里尔克诗精选,(奥) 里尔克著,长江文艺出版社,文学, 非洲文学,M,电子科学与工程学院,22,本科
41500,319,25575,2021-01-17 19:56:32,2021-02-16 19:56:32,,0,人世间,梁晓声著,中国青年出版社,文学,当代作品（1949年~）,M,经济管理学院,20,本科
50773,241,29809,2023-06-04 18:41:38,2023-07-04 18:41:38,,0,前夜 父与子,(俄) 屠格涅夫著,上海译文出版社,文学, 东欧、中欧,M,信息科学与工程学院,19,本科
72292,250,41317,2021-07-03 19:14:57,2021-08-02 19:14:57,,0,高等数学习题全解指南:同济·第七版,同济大学数学系编,高等教育出版社,数理科学和化学,高等数学,F,物理学院,19,本科
5440,941,32120,2022-06-02 21:13:12,2022-07-02 21:13:12,2022-06-22 21:13:12,2,瓦尔登湖,(美) 梭罗著,中国画报出版社,文学, 北美洲,F,人文学院,20,硕士
34144,495,21400,2023-10-04 21:56:28,2023-11-03 21:56:28,2023-10-19 21:56:28,1,西方比较文学要著研读,孙景尧 ... [等] 编著,上海教育出版社,文学,文学理论,M,人文学院,21,本科
28866,426,17588,2021-08-02 12:00:51,2021-09-01 12:00:51,2021-08-22 12:00:51,2,绕口令:播音员 主持人训练手册.第2版,"王克瑞, 杜丽华编著",中国广播电视出版社,文化科学、教育、体育,编辑、写作和播送业务,F,经济管理学院,20,本科
27455,319,16388,2023-03-29 15:37:28,2023-04-28 15:37:28,2023-04-18 15:37:28,2,风险管理与金融机构,(加) 约翰·赫尔著,机械工业出版社,经济,金融、银行理论,M,经济管理学院,20,本科
85147,95,47760,2021-03-06 13:38:45,2021-04-05 13:38:45,2021-03-26 13:38:45,2,产品系统设计,张宇红编著,人民邮电出版社,工业技术,产品设计,F,艺术学院,18,本科
95374,918,32120,2021-04-23 12:58:49,2021-05-23 12:58:49,2021-05-08 12:58:49,1,瓦尔登湖,(美) 梭罗著,中国画报出版社,文学, 北美洲,M,经济管理学院,20,硕士
19189,933,11249,2021-10-28 16:05:59,2021-11-27 16:05:59,2021-11-12 16:05:59,1,工伤保险前沿问题审判实务,程琥著,中国法制出版社,政治、法律,行政法,F,法学院,20,硕士
97115,180,54594,2021-04-26 12:31:08,2021-05-26 12:31:08,,0,Mathematica基础培训教程,主编李汉龙 ... [等],国防工业出版社,工业技术,程序包（应用软件）,M,数学学院,19,本科
96453,669,54197,2023-09-01 20:54:17,2023-10-01 20:54:17,,0,Java Web项目开发实战,"罗旋, 李龙腾主编",华中科技大学出版社,工业技术,程序语言、算法语言,F,物理学院,22,本科
47094,28,24378,2020-08-26 13:04:17,2020-09-25 13:04:17,,0,额尔古纳河右岸,迟子建著,人民文学出版社,文学,当代作品（1949年~）,F,经济管理学院,18,本科
48131,359,13893,2021-06-07 16:06:49,2021-07-07 16:06:49,,0,西方经济学 (微观部分) 辅导手册,李政军编著,中国人民大学出版社,经济,世界,M,土木工程学院,20,本科
86628,175,48696,2021-11-16 19:38:54,2021-12-16 19:38:54,2021-12-01 19:38:54,1,电力电子技术问答,"颜世钢, 张承慧编著",机械工业出版社,工业技术,电工基础理论,F,电气工程学院,19,本科
67520,1266,38062,2020-12-11 19:42:21,2021-01-10 19:42:21,,0,明朝那些事儿,当年明月著,浙江人民出版社,历史、地理,南宋（1127~1279年）,F,经济管理学院,18,博士
102879,322,23018,2023-04-04 17:11:43,2023-05-04 17:11:43,,0,中国当代文学史,"洪子诚,",北京大学出版社,文学,文学史、文学思想史,M,人文学院,20,本科
80590,1105,44958,2022-09-25 18:44:56,2022-10-25 18:44:56,,0,"新工科大学物理.下册,电磁学、光学与量子力学",李翠莲主编,上海交通大学出版社,数理科学和化学,物理学,F,化学化工学院,22,硕士
40065,195,25036,2020-08-28 16:34:04,2020-09-27 16:34:04,,0,偷窥者,秦明著,湖南文艺出版社,文学,当代作品（1949年~）,M,土木工程学院,19,本科
72606,699,45594,2024-03-02 11:23:58,2024-04-01 11:23:58,,0,电动力学导论:翻译版,(美) 大卫 J. 格里菲斯著,机械工业出版社,数理科学和化学,电动力学,M,电气工程学院,23,本科
1882,296,1090,2021-03-15 18:22:12,2021-04-14 18:22:12,2021-04-04 18:22:12,2,任继愈谈儒家与儒教,任继愈著,石油工业出版社,哲学、宗教,儒家,M,经济管理学院,20,本科
21236,1331,10151,2021-08-20 14:47:58,2021-09-19 14:47:58,,0,从宪法规范到规范宪法:规范宪法学的一种前言:an introduction,林来梵著,商务印书馆,政治、法律,国家法、宪法,F,法学院,20,博士
62045,603,803,2024-06-16 14:53:15,2024-07-16 14:53:15,,0,中国哲学简史,冯友兰著,华东师范大学出版社,哲学、宗教,辩证唯物主义,F,艺术学院,22,本科
6549,1319,1281,2021-06-29 14:53:35,2021-07-29 14:53:35,,0,学不可以已:《荀子》思想研究,沈云波著,上海人民出版社,哲学、宗教,儒家,F,人文学院,20,博士
100854,219,28520,2021-08-21 18:30:34,2021-09-20 18:30:34,,0,白夜行.第3版,(日) 东野圭吾著,南海出版公司,文学, 日本,M,土木工程学院,19,本科
102688,148,58397,2022-09-06 18:44:28,2022-10-06 18:44:28,2022-09-26 18:44:28,2,太湖流域生态风险评估研究,"高俊峰, 许妍著",科学出版社,环境科学、安全科学,水质监测,M,土木工程学院,19,本科
17808,1331,42581,2022-09-27 17:16:15,2022-10-27 17:16:15,2022-10-12 17:16:15,1,复分析:可视化方法.第2版,(美) 特里斯坦·尼达姆著,人民邮电出版社,数理科学和化学,函数论,F,法学院,20,博士
2880,430,1686,2023-03-16 17:41:40,2023-04-15 17:41:40,,0,朱子哲学研究,陈来著,生活·读书·新知三联书店,哲学、宗教,宋、元哲学(960-1368年),M,人文学院,21,本科
37721,365,2814,2024-05-22 20:57:02,2024-06-21 20:57:02,,0,罗素谈人的理性,(英) 罗素著,天津社会科学院出版社,哲学、宗教,英国哲学,F,人文学院,20,本科
33906,298,21300,2022-12-11 10:18:35,2023-01-10 10:18:35,,0,N1阅读破解练,主编王红,西安交通大学出版社,语言、文字,日语,F,外国语学院,20,本科
1755,678,958,2023-10-13 20:31:17,2023-11-12 20:31:17,,0,周易译注,"黄寿祺, 张善文撰",上海古籍出版社,哲学、宗教,诸子前哲学,M,信息科学与工程学院,23,本科
84449,1322,47299,2020-09-14 10:16:31,2020-10-14 10:16:31,,0,ANSYS CFX流体分析及仿真.第2版,"谢龙汉, 赵新宇编著",电子工业出版社,工业技术,工程流体力学,M,机械工程学院,20,博士
28101,168,17113,2021-05-17 21:35:46,2021-06-16 21:35:46,,0,隐在亮光之中:流行文化中的形象与物,(英) 迪克·赫伯迪格著,重庆大学出版社,文化科学、教育、体育,文化理论,F,人文学院,19,本科
13061,458,7417,2024-10-05 18:34:15,2024-11-04 18:34:15,2024-10-20 18:34:15,1,组织与管理研究的实证方法.第3版,"陈晓萍, 沈伟主编",北京大学出版社,社会科学总论,管理组织学,F,经济管理学院,21,本科
76614,194,43064,2023-11-22 14:44:26,2023-12-22 14:44:26,2023-12-12 14:44:26,2,微分几何讲义,"丘成桐, 孙理察著",高等教育出版社,数理科学和化学,微分几何、积分几何,M,数学学院,19,本科
66303,472,37454,2024-03-20 19:58:43,2024-04-19 19:58:43,,0,文化与文明史比较研究,何平著,山东大学出版社,历史、地理,文化史,M,自动化学院,21,本科
55054,1101,30745,2023-09-26 16:13:45,2023-10-26 16:13:45,2023-10-11 16:13:45,1,雾都孤儿,(英) 狄更斯著,安徽师范大学出版社,文学, 英国,M,化学化工学院,22,硕士
17103,934,13075,2020-10-12 18:29:54,2020-11-11 18:29:54,,0,国际经济法案例教程,宋阳主编,知识产权出版社,政治、法律,国际经济法,M,法学院,20,硕士
101100,825,14232,2020-01-15 13:49:09,2020-02-14 13:49:09,,0,先行一步:改革中的广东:Guangdong under reform.第2版,(美) 傅高义著,广东人民出版社,经济,地方经济,M,土木工程学院,19,硕士
99324,1107,55982,2022-11-06 11:49:35,2022-12-06 11:49:35,,0,精油之美,颜禧研发中心著,天津科学技术出版社,工业技术,天然香料,F,法学院,22,硕士
38867,988,24158,2022-09-25 17:30:36,2022-10-25 17:30:36,2022-10-10 17:30:36,1,红玫瑰与白玫瑰,张爱玲著,北京出版集团公司,文学,现代作品（1919~1949年）,F,物理学院,21,硕士
42722,986,24172,2022-03-22 14:59:22,2022-04-21 14:59:22,,0,边城 湘行散记:插图典藏,沈从文,人民文学出版社,文学,现代作品（1919~1949年）,M,计算机科学与工程学院,21,硕士
97990,48,55095,2020-09-18 12:38:26,2020-10-18 12:38:26,2020-10-08 12:38:26,2,OpenCV算法精解:基于Python与C++,张平编著,电子工业出版社,工业技术,信息处理（信息加工）,M,电子科学与工程学院,18,本科
72734,167,41606,2021-01-22 15:38:20,2021-02-21 15:38:20,2021-02-06 15:38:20,1,数学建模讲义.第2版,梁进 ... [等] 编著,上海科学技术出版社,数理科学和化学,数理逻辑（符号逻辑）,M,物理学院,19,本科
35483,114,22350,2020-01-09 14:32:19,2020-02-08 14:32:19,,0,唐诗百话.最新修订版,施蛰存著,上海人民出版社,文学,各体文学评论和研究,F,人文学院,18,本科
91907,1043,38817,2023-06-27 11:17:06,2023-07-27 11:17:06,,0,人类群星闪耀时,(奥) 斯蒂芬·茨威格著,北京理工大学出版社,历史、地理,世界人物传记,M,信息科学与工程学院,22,硕士
85730,145,48155,2021-08-22 15:48:49,2021-09-21 15:48:49,,0,"机械设计手册,机构设计.第6版",主编闻邦椿,机械工业出版社,工业技术,机械设计,M,机械工程学院,19,本科
25854,113,15489,2020-12-28 10:36:43,2021-01-27 10:36:43,,0,中国土地问题调查:土地权利的底层视角,刘守英著,北京大学出版社,经济,农村经济结构与体制,F,经济管理学院,18,本科
41754,455,25725,2024-03-22 15:31:46,2024-04-21 15:31:46,,0,解除朋友关系,欧阳晴,生活·读书·新知三联书店,文学,当代作品（1949年~）,M,化学化工学院,21,本科
63108,988,35209,2022-08-08 20:18:28,2022-09-07 20:18:28,,0,梦影红楼:旅顺博物馆藏全本红楼梦,"(清) 孙温, 孙允谟绘",上海古籍出版社,艺术,中国画,F,物理学院,21,硕士
83893,186,46930,2021-05-05 20:04:59,2021-06-04 20:04:59,,0,糖尿病的诊断与治疗.第3版,"主编薛耀明, 沈洁",人民军医出版社,医药、卫生,胰岛疾病,M,化学化工学院,19,本科
84654,420,31628,2021-08-13 18:26:53,2021-09-12 18:26:53,2021-09-02 18:26:53,2,红与黑,(法) 司汤达著,上海译文出版社,文学, 法国,M,外国语学院,20,本科
1770,1081,6135,2023-03-05 11:13:22,2023-04-04 11:13:22,,0,乡土中国,费孝通著,上海人民出版社,社会科学总论,社会结构和社会关系,M,经济管理学院,22,硕士
79359,1279,44318,2020-12-30 20:52:17,2021-01-29 20:52:17,,0,相似性和相似原理.第2版,"李铁才, 李西峙编著",哈尔滨工业大学出版社,数理科学和化学,量纲分析与相似理论,F,土木工程学院,19,博士
67045,493,37903,2023-05-11 21:38:19,2023-06-10 21:38:19,,0,宋书,(梁) 沈约著,中华书局,历史、地理,南北朝（386~589年）,M,人文学院,21,本科
62516,1418,34791,2023-11-01 12:14:35,2023-12-01 12:14:35,2023-11-21 12:14:35,2,中国文人画谈,(日) 青木正儿著,浙江人民美术出版社,艺术,中国画技法,F,艺术学院,23,博士
86167,1145,48467,2023-10-12 12:42:52,2023-11-11 12:42:52,,0,工程热力学.第3版,"陈贵堂, 王永珍编著",清华大学出版社,工业技术,工程热力学,M,能源与环境学院,23,硕士
27618,549,16391,2024-06-12 17:57:14,2024-07-12 17:57:14,,0,投资学,"(美) 滋维·博迪, 亚历克斯·凯恩, 艾伦 J. 马库斯著",机械工业出版社,经济,金融、银行理论,M,法学院,21,本科
28613,245,17401,2022-10-24 13:46:10,2022-11-23 13:46:10,2022-11-13 13:46:10,2,信息与通信工程中的随机过程.第3版,陈明编著,科学出版社,文化科学、教育、体育,信息处理技术,M,信息科学与工程学院,19,本科
18445,857,10753,2021-05-09 18:57:57,2021-06-08 18:57:57,2021-05-29 18:57:57,2,西方犯罪学史.第2版,吴宗宪著,中国人民公安大学出版社,政治、法律,犯罪学,F,法学院,19,硕士
52272,496,41685,2022-02-19 12:24:48,2022-03-21 12:24:48,,0,数学建模算法与应用习题解答.第3版,司守奎 ... [等] 编著,国防工业出版社,数理科学和化学,数理逻辑（符号逻辑）,M,能源与环境学院,21,本科
45461,102,27239,2022-05-21 13:19:14,2022-06-20 13:19:14,,0,梦里花落知多少,"三毛,",北京十月文艺出版社,文学,当代作品（1949年~）,M,经济管理学院,18,本科
54856,753,30905,2024-12-24 18:29:27,2025-01-23 18:29:27,,0,哈利·波特与死亡圣器,(英) J. K. 罗琳著,人民文学出版社,文学, 英国,M,人文学院,24,本科
81415,477,45339,2023-09-23 17:53:50,2023-10-23 17:53:50,,0,光学.第五版,(美) Eugene Hecht著,电子工业出版社,数理科学和化学,光学,M,电子科学与工程学院,21,本科
4438,1009,2503,2023-08-18 09:34:58,2023-09-17 09:34:58,,0,The Cambridge Kant lexicon /,"edited by Julian Wuerth, University of Cincinnati.","Cambridge University Press,",哲学、宗教,德国哲学,M,人文学院,21,硕士
41145,491,25357,2022-03-10 18:04:28,2022-04-09 18:04:28,,0,芳华,严歌苓著,人民文学出版社,文学,当代作品（1949年~）,F,数学学院,21,本科
36962,703,23130,2024-04-20 16:33:22,2024-05-20 16:33:22,,0,野草,鲁迅著,湖南文艺出版社,文学,鲁迅著作及研究,M,经济管理学院,23,本科
67270,227,38061,2022-12-13 16:11:08,2023-01-12 16:11:08,2022-12-28 16:11:08,1,明朝那些事儿.增补版,当年明月著,北京联合出版公司,历史、地理,南宋（1127~1279年）,F,自动化学院,19,本科
42658,727,26005,2024-11-16 12:16:47,2024-12-16 12:16:47,,0,迟湖,黄昶著,上海文艺出版社,文学,当代作品（1949年~）,M,经济管理学院,23,本科
77548,1150,28698,2023-10-10 18:34:46,2023-11-09 18:34:46,,0,我是猫,(日) 夏目漱石著,上海译文出版社,文学, 日本,M,信息科学与工程学院,23,硕士
90931,894,51126,2021-11-16 11:35:09,2021-12-16 11:35:09,,0,交互设计:超越人机交互:beyond human-computer interaction,"(英) 海伦·夏普, (美) 詹妮弗·普瑞斯, (英) 伊温妮·罗杰斯著",机械工业出版社,工业技术,自动化系统理论,F,机械工程学院,20,硕士
57951,346,27369,2021-07-29 21:31:14,2021-08-28 21:31:14,,0,琦君散文精选,琦君著,长江文艺出版社,文学,当代作品（1949年~）,F,法学院,20,本科
24622,58,14595,2021-02-28 17:41:15,2021-03-30 17:41:15,,0,会计制度设计.第6版,主编李凤鸣,复旦大学出版社,经济,会计簿记方法,F,经济管理学院,18,本科
59739,77,33182,2021-07-28 11:40:30,2021-08-27 11:40:30,2021-08-12 11:40:30,1,博尔赫斯，口述,(阿根廷) 豪尔赫·路易斯·博尔赫斯著,上海译文出版社,文学, 非洲文学,M,计算机科学与工程学院,18,本科
9152,757,30732,2024-10-27 16:49:14,2024-11-26 16:49:14,,0,一九八四,(英) 乔治·奥威尔著,湖南文艺出版社,文学, 英国,M,经济管理学院,24,本科
87062,699,30763,2024-08-20 15:55:08,2024-09-19 15:55:08,,0,无人生还.第3版,(英) 阿加莎·克里斯蒂著,新星出版社,文学, 英国,M,电气工程学院,23,本科
48803,473,28878,2024-11-03 11:18:27,2024-12-03 11:18:27,2024-11-18 11:18:27,1,少年初恋惨案,(日) 宫部美雪著,四川文艺出版社,文学, 日本,M,能源与环境学院,21,本科
38517,87,24153,2021-11-15 17:51:00,2021-12-15 17:51:00,,0,"色, 戒",张爱玲,北京十月文艺出版社,文学,现代作品（1919~1949年）,F,人文学院,18,本科
59199,1141,32239,2024-11-07 13:08:42,2024-12-07 13:08:42,,0,麦田里的守望者,(美) J.D. 塞林格著,译林出版社,文学, 北美洲,F,能源与环境学院,23,硕士
34374,495,21578,2024-01-25 14:48:05,2024-02-24 14:48:05,2024-02-09 14:48:05,1,"跨语际实践:文学, 民族文化与被译介的现代性.修订译本",刘禾著,三联书店,文学,文学翻译,M,人文学院,21,本科
30528,874,18874,2020-01-06 10:09:04,2020-02-05 10:09:04,,0,语言符号学,王铭玉著,北京大学出版社,语言、文字,语言学,F,人文学院,19,硕士
62833,948,34941,2022-11-06 14:27:34,2022-12-06 14:27:34,,0,素描的诀窍:20周年白金畅销版,(美) 伯特·多德森著,上海人民美术出版社,艺术,素描、速写技法,F,人文学院,20,硕士
29125,959,7290,2021-03-12 17:06:51,2021-04-11 17:06:51,,0,组织中的领导行为.第2版,王辉编著,北京大学出版社,社会科学总论,领导学,F,艺术学院,20,硕士
75739,194,42321,2022-11-14 11:54:16,2022-12-14 11:54:16,2022-11-29 11:54:16,1,数学分析.下册.第3版,"陈纪修, 於崇华, 金路",高等教育出版社,数理科学和化学,数学分析,M,数学学院,19,本科
41197,502,25517,2022-06-06 18:10:49,2022-07-06 18:10:49,,0,他知道风从哪个方向来,玖月晞著,百花洲文玉出版社,文学,当代作品（1949年~）,F,外国语学院,21,本科
47320,184,28511,2021-07-06 08:59:02,2021-08-05 08:59:02,,0,"德川家康.第四部,兵变本能寺",(日) 山冈庄八著,南海出版公司,文学, 日本,F,经济管理学院,19,本科
